UID,p_id,exp
0017791557,00006060,17
0018012520,00006060,44
0018083600,00006060,134
0018493181,00006060,9
0018614224,00006060,99
0018634953,00006060,110
0018654714,00006060,168
0018717942,00006060,105
0018822422,00006060,116
0019036311,00006060,105
0019171339,00006060,151
0019239479,00006060,153
0019304711,00006060,110
0019361518,00006060,162
0019368684,00006060,87
0019479351,00006060,199
0019592164,00006060,30
0019633122,00006060,164
0019729470,00006060,72
0019750069,00006060,167
0019878719,00006060,126
0020028750,00006060,105
0020099569,00006060,31
0020209218,00006060,89
0020221456,00006060,149
0020314702,00006060,36
0020621895,00006060,108
0020868301,00006060,82
0021068120,00006060,178
0021135642,00006060,134
0021203203,00006060,101
0021282903,00006060,182
0021344560,00006060,157
0021633757,00006060,2
0021711230,00006060,54
0021779849,00006060,15
0021973581,00006060,199
0022048657,00006060,114
0022135387,00006060,124
0022193057,00006060,42
0022197762,00006060,194
0022415281,00006060,166
0022461805,00006060,199
0022670513,00006060,12
0022705747,00006060,117
0022743885,00006060,141
0022944950,00006060,149
0023176794,00006060,30
0023232733,00006060,32
0023367541,00006060,11
0023370723,00006060,199
0023478709,00006060,14
0023552119,00006060,179
0023718318,00006060,51
0023764444,00006060,119
0024096650,00006060,34
0024155457,00006060,178
0024253623,00006060,51
0024264917,00006060,175
0024266603,00006060,191
0024294856,00006060,179
0024327491,00006060,58
0024336424,00006060,159
0024386240,00006060,153
0024501565,00006060,63
0024620955,00006060,110
0024621862,00006060,76
0024629786,00006060,60
0024837471,00006060,64
0024873412,00006060,51
0024952752,00006060,181
0024962478,00006060,41
0024984526,00006060,29
0025253444,00006060,15
0025346630,00006060,6
0025354048,00006060,65
0025379906,00006060,140
0025419386,00006060,191
0025576894,00006060,177
0025604225,00006060,120
0025619047,00006060,46
0025620156,00006060,108
0025735370,00006060,130
0025838613,00006060,104
0025926201,00006060,84
0026018698,00006060,95
0026197206,00006060,92
0026356551,00006060,100
0026417033,00006060,195
0026629550,00006060,176
0026677158,00006060,34
0026775693,00006060,110
0027158665,00006060,89
0027166648,00006060,125
0027273373,00006060,116
0027459209,00006060,163
0027466039,00006060,177
0027506280,00006060,57
0027590660,00006060,189
0027683636,00006060,186
0027783973,00006060,70
0027851448,00006060,41
0027904328,00006060,200
0027939540,00006060,26
0028093933,00006060,99
0028177132,00006060,189
0028223227,00006060,38
0028256327,00006060,74
0028409217,00006060,145
0028479665,00006060,51
0028784223,00006060,63
0028863379,00006060,195
0028901443,00006060,179
0029280181,00006060,128
0029350946,00006060,105
0029535121,00006060,27
0029571383,00006060,70
0029856933,00006060,17
0029865021,00006060,194
0029894372,00006060,20
0029945570,00006060,77
0030039965,00006060,13
0030138852,00006060,115
0030663589,00006060,194
0031006224,00006060,113
0031054689,00006060,29
0031080062,00006060,103
0031118425,00006060,7
0031204017,00006060,79
0031231326,00006060,50
0031308500,00006060,9
0031322522,00006060,81
0031329490,00006060,89
0031330826,00006060,148
0031376879,00006060,37
0031610401,00006060,102
0031679974,00006060,182
0031772568,00006060,24
0031923946,00006060,13
0031997186,00006060,72
0032000812,00006060,163
0032110528,00006060,39
0032347654,00006060,130
0032432137,00006060,131
0032546661,00006060,189
0032614471,00006060,98
0032908463,00006060,172
0033267024,00006060,67
0033480991,00006060,69
0033690115,00006060,188
0033785304,00006060,44
0033811274,00006060,72
0034001826,00006060,67
0034505294,00006060,21
0034769645,00006060,183
0034886772,00006060,47
0035017510,00006060,166
0035019220,00006060,141
0035340916,00006060,122
0035526972,00006060,105
0035542058,00006060,7
0035597066,00006060,169
0035663377,00006060,57
0036211902,00006060,84
0036250110,00006060,25
0036257054,00006060,19
0036324196,00006060,178
0036439208,00006060,137
0036462024,00006060,151
0036532782,00006060,117
0036624062,00006060,139
0036724452,00006060,6
0036876825,00006060,103
0036961530,00006060,139
0037000524,00006060,83
0037576608,00006060,146
0037584617,00006060,151
0037595490,00006060,114
0037702028,00006060,195
0037764373,00006060,38
0037825841,00006060,15
0037998407,00006060,88
0038017809,00006060,150
0038021396,00006060,126
0038132897,00006060,23
0038340737,00006060,1
0038404257,00006060,93
0038422427,00006060,153
0038445703,00006060,14
0038550907,00006060,156
0038558690,00006060,102
0038829603,00006060,136
0038885701,00006060,45
0038998162,00006060,158
0039005596,00006060,174
0039083078,00006060,154
0039179969,00006060,63
0039325170,00006060,152
0039328272,00006060,126
0039508117,00006060,8
0039683094,00006060,103
0039797980,00006060,196
0039835251,00006060,193
0039969520,00006060,162
0040074450,00006060,122
0040080776,00006060,135
0040326466,00006060,108
0040356745,00006060,49
0040374626,00006060,58
0040425172,00006060,132
0040567338,00006060,198
0040628939,00006060,20
0040718359,00006060,9
0040740744,00006060,175
0040838030,00006060,92
0040866704,00006060,49
0040873777,00006060,196
0040886397,00006060,42
0041001907,00006060,200
0041146408,00006060,25
0041154952,00006060,92
0041333415,00006060,193
0041464216,00006060,4
0041520954,00006060,105
0041522019,00006060,36
0041609409,00006060,133
0041755022,00006060,117
0041786096,00006060,157
0041861620,00006060,5
0041943215,00006060,91
0041957226,00006060,173
0041973591,00006060,200
0042070766,00006060,47
0042125447,00006060,34
0042403276,00006060,152
0042641438,00006060,139
0042770431,00006060,144
0042849672,00006060,132
0042895686,00006060,164
0042922599,00006060,1
0042927777,00006060,151
0042942242,00006060,194
0042948973,00006060,11
0042995275,00006060,62
0043112538,00006060,164
0043201137,00006060,70
0043437718,00006060,81
0043758546,00006060,151
0043771169,00006060,131
0043835978,00006060,137
0043858496,00006060,24
0043866587,00006060,6
0044075152,00006060,130
0044081524,00006060,87
0044138912,00006060,18
0044290434,00006060,2
0044411921,00006060,99
0044662694,00006060,145
0045032562,00006060,171
0045055826,00006060,57
0045404463,00006060,48
0045423191,00006060,141
0045477167,00006060,32
0045613287,00006060,109
0045666597,00006060,55
0045926811,00006060,72
0046019667,00006060,156
0046116021,00006060,37
0046155029,00006060,79
0046232215,00006060,1
0046306844,00006060,74
0046336414,00006060,22
0046355166,00006060,3
0046373198,00006060,160
0046432592,00006060,200
0046529693,00006060,72
0046543640,00006060,169
0046550804,00006060,85
0046748681,00006060,126
0046859717,00006060,7
0047276861,00006060,106
0047381997,00006060,9
0047420870,00006060,8
0047637383,00006060,138
0047651966,00006060,2
0047810849,00006060,56
0047852245,00006060,151
0047899544,00006060,52
0048057571,00006060,45
0048080505,00006060,28
0048199244,00006060,152
0048559750,00006060,171
0048627544,00006060,117
0048903336,00006060,67
0048920943,00006060,47
0048951243,00006060,60
0048986620,00006060,160
0049016031,00006060,122
0049266386,00006060,21
0049521432,00006060,123
0049551457,00006060,56
0049681729,00006060,14
0049718186,00006060,180
0049764038,00006060,34
0050101395,00006060,38
0050269934,00006060,62
0050296579,00006060,21
0050297318,00006060,151
0050478406,00006060,35
0050529840,00006060,65
0050742967,00006060,121
0050827799,00006060,37
0050889770,00006060,6
0051013523,00006060,1
0051159770,00006060,189
0051323880,00006060,98
0051389988,00006060,18
0051407560,00006060,6
0051515767,00006060,122
0051617185,00006060,39
0051694821,00006060,97
0051714283,00006060,130
0051838562,00006060,39
0052227772,00006060,36
0052291421,00006060,197
0052304302,00006060,128
0052375575,00006060,52
0052520061,00006060,113
0052539724,00006060,149
0052634703,00006060,75
0052695152,00006060,178
0052717692,00006060,69
0052948490,00006060,196
0053038107,00006060,113
0053043389,00006060,81
0053177861,00006060,124
0053408535,00006060,132
0053478188,00006060,6
0053501084,00006060,25
0053508619,00006060,61
0053522205,00006060,24
0053593509,00006060,38
0053609847,00006060,119
0053622424,00006060,129
0053982215,00006060,148
0054010439,00006060,25
0054111971,00006060,45
0054175056,00006060,123
0054177391,00006060,44
0054374628,00006060,184
0054438501,00006060,176
0054495047,00006060,93
0054516275,00006060,22
0054625122,00006060,160
0054713540,00006060,169
0054835534,00006060,151
0054916220,00006060,200
0054926187,00006060,24
0054986560,00006060,69
0054993284,00006060,16
0055061132,00006060,73
0055191224,00006060,91
0055288862,00006060,136
0055306486,00006060,65
0055359195,00006060,171
0055522008,00006060,48
0055615139,00006060,156
0055661307,00006060,178
0055826447,00006060,115
0056134291,00006060,60
0056252335,00006060,150
0056318589,00006060,70
0056496252,00006060,112
0056537170,00006060,112
0056621933,00006060,121
0056673192,00006060,160
0056676196,00006060,39
0056677458,00006060,64
0056873934,00006060,123
0056932758,00006060,141
0056960018,00006060,49
0056963545,00006060,24
0056963858,00006060,19
0057038414,00006060,30
0057126050,00006060,11
0057146093,00006060,1
0057154905,00006060,142
0057160877,00006060,59
0057288214,00006060,50
0057383651,00006060,44
0057426349,00006060,190
0057434631,00006060,79
0057514310,00006060,17
0057704773,00006060,18
0057734113,00006060,180
0057734781,00006060,58
0057757278,00006060,52
0057900014,00006060,7
0057929835,00006060,161
0058035060,00006060,196
0058114872,00006060,71
0058148103,00006060,133
0058187596,00006060,117
0058297358,00006060,18
0058317395,00006060,71
0058383610,00006060,192
0058383871,00006060,44
0058526186,00006060,76
0058535743,00006060,107
0058558097,00006060,63
0058672549,00006060,10
0058707888,00006060,73
0058732744,00006060,3
0058792011,00006060,199
0059059909,00006060,103
0059112346,00006060,139
0059260756,00006060,139
0059287565,00006060,126
0059353862,00006060,66
0059542824,00006060,12
0059591163,00006060,142
0059763305,00006060,99
0059776824,00006060,180
0059873974,00006060,50
0059877430,00006060,7
0059927456,00006060,152
0060139445,00006060,194
0060166109,00006060,167
0060194567,00006060,76
0060213879,00006060,133
0060661836,00006060,198
0060857582,00006060,83
0060979779,00006060,178
0061003944,00006060,175
0061005400,00006060,137
0061099229,00006060,149
0061113956,00006060,142
0061185810,00006060,107
0061452024,00006060,105
0061457068,00006060,126
0061648660,00006060,58
0061683915,00006060,133
0061801599,00006060,10
0061889916,00006060,9
0061923956,00006060,20
0062087211,00006060,34
0062515965,00006060,144
0062516598,00006060,43
0062908060,00006060,83
0063053654,00006060,193
0063183240,00006060,129
0063258012,00006060,197
0063285701,00006060,162
0063380863,00006060,25
0063418107,00006060,85
0063513327,00006060,168
0063592827,00006060,62
0063595060,00006060,72
0063678409,00006060,164
0063687476,00006060,137
0064080019,00006060,7
0064370028,00006060,70
0064837688,00006060,140
0065097656,00006060,46
0065267883,00006060,65
0065282032,00006060,40
0065357006,00006060,160
0065371236,00006060,176
0065643386,00006060,39
0065680807,00006060,72
0065699294,00006060,25
0065701085,00006060,144
0065746600,00006060,162
0065772884,00006060,1
0065941960,00006060,49
0066129188,00006060,42
0066151966,00006060,192
0066187049,00006060,13
0066348372,00006060,60
0066456213,00006060,110
0066586335,00006060,136
0066809392,00006060,79
0066847477,00006060,173
0066967137,00006060,48
0067001588,00006060,103
0067016900,00006060,121
0067083922,00006060,140
0067164382,00006060,131
0067207114,00006060,118
0067327949,00006060,29
0067606656,00006060,194
0067740995,00006060,180
0067838426,00006060,30
0067903023,00006060,150
0067956399,00006060,74
0068062450,00006060,172
0068112909,00006060,193
0068252248,00006060,36
0068307825,00006060,94
0068478154,00006060,65
0068672928,00006060,19
0068693930,00006060,27
0068698099,00006060,182
0068924078,00006060,97
0069025752,00006060,121
0069151710,00006060,187
0069156037,00006060,197
0069166930,00006060,180
0069308647,00006060,200
0069474146,00006060,160
0069937838,00006060,1
0070160321,00006060,128
0070505123,00006060,159
0070652672,00006060,167
0070792370,00006060,94
0070896096,00006060,59
0071187417,00006060,89
0071212477,00006060,196
0071271987,00006060,144
0071464284,00006060,31
0071496461,00006060,106
0071501270,00006060,124
0071679778,00006060,41
0071685784,00006060,108
0071688788,00006060,28
0071758989,00006060,5
0071810056,00006060,14
0071848097,00006060,190
0071915530,00006060,168
0072199455,00006060,55
0072238113,00006060,130
0072241982,00006060,77
0072249108,00006060,38
0072418240,00006060,111
0072569517,00006060,22
0072612125,00006060,94
0072663756,00006060,28
0072920004,00006060,135
0072988530,00006060,189
0073183448,00006060,87
0073199702,00006060,30
0073200917,00006060,174
0073316470,00006060,139
0073405476,00006060,156
0073561813,00006060,146
0073760069,00006060,55
0073761496,00006060,120
0073907282,00006060,80
0073944816,00006060,140
0074136807,00006060,139
0074496827,00006060,6
0074515350,00006060,86
0074607258,00006060,187
0074733645,00006060,8
0074798868,00006060,101
0074982317,00006060,147
0075107676,00006060,108
0075392358,00006060,77
0075434512,00006060,176
0075492172,00006060,10
0075566506,00006060,18
0075676992,00006060,168
0075705918,00006060,85
0075715750,00006060,16
0075754990,00006060,119
0075855462,00006060,173
0075887320,00006060,77
0075956838,00006060,81
0076036882,00006060,162
0076239399,00006060,6
0076338004,00006060,26
0076357080,00006060,197
0076491915,00006060,99
0076635942,00006060,150
0076671135,00006060,96
0076814971,00006060,24
0077225676,00006060,47
0077434860,00006060,41
0077439745,00006060,126
0077632339,00006060,160
0078101505,00006060,2
0078125997,00006060,157
0078231065,00006060,170
0078243512,00006060,74
0078392934,00006060,26
0078535222,00006060,84
0078565207,00006060,182
0078589509,00006060,66
0078633246,00006060,6
0078679060,00006060,161
0078695678,00006060,163
0078704558,00006060,117
0078713927,00006060,143
0078742292,00006060,88
0078793787,00006060,127
0078873892,00006060,38
0078875115,00006060,7
0078949819,00006060,68
0078951861,00006060,111
0078957949,00006060,82
0079032664,00006060,147
0079151846,00006060,40
0079272055,00006060,90
0079319774,00006060,176
0079588804,00006060,146
0079654148,00006060,24
0079654970,00006060,54
0079683225,00006060,196
0079869788,00006060,109
0080035016,00006060,199
0080076178,00006060,139
0080087775,00006060,46
0080091716,00006060,42
0080109579,00006060,87
0080162283,00006060,6
0080181020,00006060,79
0080429580,00006060,70
0080432683,00006060,128
0080567852,00006060,72
0080618813,00006060,176
0080700898,00006060,51
0080781354,00006060,49
0080885057,00006060,137
0080985995,00006060,17
0081064846,00006060,180
0081119279,00006060,40
0081193910,00006060,168
0081269435,00006060,196
0081289694,00006060,199
0081563341,00006060,70
0081566238,00006060,190
0081987985,00006060,60
0082151723,00006060,186
0082181756,00006060,25
0082185662,00006060,103
0082347152,00006060,59
0082481932,00006060,135
0082485905,00006060,191
0082597024,00006060,30
0082638619,00006060,180
0082655035,00006060,190
0082744230,00006060,54
0082840410,00006060,70
0082922028,00006060,155
0082939165,00006060,20
0083033907,00006060,132
0083105688,00006060,36
0083182710,00006060,58
0083257014,00006060,13
0083336016,00006060,4
0083352566,00006060,97
0083397982,00006060,76
0083398521,00006060,8
0083460852,00006060,48
0083591649,00006060,140
0083625525,00006060,39
0083640514,00006060,158
0083701209,00006060,61
0083756156,00006060,151
0083758495,00006060,133
0083848555,00006060,88
0083896386,00006060,147
0083905862,00006060,79
0084043492,00006060,198
0084059725,00006060,165
0084122201,00006060,134
0084175488,00006060,180
0084288452,00006060,40
0084288612,00006060,33
0084445357,00006060,154
0084475442,00006060,138
0084909827,00006060,58
0084957842,00006060,142
0085369940,00006060,28
0085557586,00006060,197
0085578602,00006060,197
0085664455,00006060,69
0085801143,00006060,196
0085873786,00006060,199
0086034634,00006060,147
0086231837,00006060,127
0086356737,00006060,10
0086533188,00006060,57
0086558800,00006060,21
0086836564,00006060,102
0086930441,00006060,62
0086953414,00006060,179
0087191081,00006060,64
0087206435,00006060,24
0087246589,00006060,30
0087338718,00006060,83
0087391486,00006060,152
0087582655,00006060,79
0087592194,00006060,143
0087600095,00006060,149
0087677109,00006060,145
0087820636,00006060,169
0087904663,00006060,51
0087996855,00006060,182
0088234180,00006060,161
0088257558,00006060,4
0088305510,00006060,192
0088351646,00006060,135
0088388104,00006060,187
0088542707,00006060,97
0088574816,00006060,77
0088596261,00006060,9
0088633991,00006060,122
0088645353,00006060,157
0088884371,00006060,8
0088895060,00006060,116
0088929552,00006060,116
0088934363,00006060,193
0088974248,00006060,1
0089056730,00006060,72
0089474026,00006060,75
0089697658,00006060,83
0089772885,00006060,135
0090136530,00006060,177
0090153762,00006060,80
0090252044,00006060,57
0090277303,00006060,14
0090301560,00006060,161
0090311579,00006060,41
0090411278,00006060,106
0090424421,00006060,97
0090500851,00006060,75
0090525679,00006060,120
0090675563,00006060,65
0090789963,00006060,6
0090841031,00006060,32
0090918492,00006060,26
0091021866,00006060,92
0091094181,00006060,194
0091218159,00006060,115
0091310818,00006060,182
0091339736,00006060,177
0091370072,00006060,82
0091383426,00006060,130
0091392850,00006060,7
0091448545,00006060,131
0091589186,00006060,6
0091693402,00006060,157
0091713861,00006060,142
0091763045,00006060,136
0091893185,00006060,51
0091944625,00006060,44
0091976632,00006060,66
0092008276,00006060,150
0092019470,00006060,174
0092040358,00006060,123
0092089746,00006060,13
0092124165,00006060,147
0092213328,00006060,69
0092333749,00006060,32
0092443312,00006060,69
0092702974,00006060,112
0092712112,00006060,124
0092737233,00006060,146
0092773128,00006060,130
0092787079,00006060,142
0092864085,00006060,39
0093126385,00006060,15
0093323937,00006060,162
0093341615,00006060,41
0093349482,00006060,128
0093388377,00006060,129
0093431276,00006060,81
0093527058,00006060,65
0093815598,00006060,92
0093906411,00006060,95
0093920247,00006060,44
0093954991,00006060,110
0093985368,00006060,168
0094060248,00006060,6
0094113401,00006060,195
0094249374,00006060,32
0094344028,00006060,181
0094466809,00006060,35
0094485403,00006060,200
0094521038,00006060,181
0094560040,00006060,156
0094657282,00006060,131
0094689166,00006060,58
0094707966,00006060,193
0094780689,00006060,124
0094813270,00006060,78
0094908197,00006060,101
0094915387,00006060,6
0095062183,00006060,196
0095092707,00006060,4
0095115985,00006060,163
0095265658,00006060,101
0095282219,00006060,56
0095316425,00006060,11
0095361340,00006060,164
0095440779,00006060,75
0095478776,00006060,91
0095515697,00006060,175
0095533573,00006060,183
0095628241,00006060,112
0095645106,00006060,16
0095651025,00006060,7
0095658216,00006060,194
0096391833,00006060,78
0096433467,00006060,197
0096513361,00006060,186
0096755595,00006060,17
0096777529,00006060,172
0096838537,00006060,175
0096898843,00006060,110
0097153273,00006060,121
0097218043,00006060,25
0097309508,00006060,70
0097450367,00006060,62
0097461906,00006060,121
0097481186,00006060,157
0097555157,00006060,43
0097581119,00006060,66
0097583050,00006060,59
0097606543,00006060,26
0097625581,00006060,101
0097728079,00006060,125
0097729036,00006060,171
0097902907,00006060,38
0097928623,00006060,200
0097952203,00006060,125
0098075610,00006060,133
0098253924,00006060,93
0098339547,00006060,178
0098375545,00006060,197
0098588288,00006060,192
0098592587,00006060,49
0098601933,00006060,48
0098927481,00006060,75
0099051063,00006060,22
0099498513,00006060,160
0099501942,00006060,36
0099729707,00006060,169
0099760684,00006060,130
0000198293,00013258,166
0000397177,00013258,108
0000498845,00013258,152
0000794927,00013258,142
0000822095,00013258,52
0000843355,00013258,180
0000920984,00013258,160
0001030083,00013258,125
0001059822,00013258,12
0001060306,00013258,17
0001089862,00013258,36
0001191120,00013258,3
0001229871,00013258,138
0001230575,00013258,36
0001305056,00013258,26
0001433276,00013258,193
0001590879,00013258,8
0001787254,00013258,172
0001951345,00013258,31
0002025957,00013258,163
0002188085,00013258,171
0002382734,00013258,175
0002402828,00013258,152
0002542951,00013258,199
0002563504,00013258,151
0002616922,00013258,26
0002666790,00013258,78
0002885618,00013258,46
0002988848,00013258,95
0003111704,00013258,24
0003128902,00013258,168
0003168802,00013258,63
0003422575,00013258,8
0003940328,00013258,95
0003955938,00013258,187
0004083265,00013258,1
0004088685,00013258,67
0004205491,00013258,23
0004268103,00013258,127
0004292631,00013258,95
0004334533,00013258,56
0004515800,00013258,50
0004520595,00013258,128
0004613917,00013258,98
0004826120,00013258,3
0004879924,00013258,159
0004909256,00013258,78
0005020458,00013258,89
0005080512,00013258,64
0005502754,00013258,79
0005692117,00013258,135
0005925535,00013258,87
0005955878,00013258,131
0005978391,00013258,75
0006119617,00013258,176
0006585078,00013258,196
0006743887,00013258,46
0006771749,00013258,29
0006803646,00013258,64
0006804949,00013258,148
0006810788,00013258,104
0006914859,00013258,14
0007396036,00013258,23
0007511020,00013258,162
0007682214,00013258,90
0007800411,00013258,67
0008046482,00013258,171
0008134803,00013258,9
0008233526,00013258,125
0008365347,00013258,162
0008508794,00013258,27
0008607228,00013258,177
0008657413,00013258,20
0008740057,00013258,129
0009146573,00013258,172
0009303645,00013258,155
0009398153,00013258,63
0009490490,00013258,69
0009497962,00013258,161
0009500181,00013258,170
0009530870,00013258,159
0009645631,00013258,113
0009653254,00013258,176
0009662708,00013258,70
0009909207,00013258,186
0010018705,00013258,70
0010020921,00013258,59
0010219615,00013258,112
0010266513,00013258,20
0010295571,00013258,66
0010340439,00013258,82
0010595583,00013258,171
0010618985,00013258,76
0010985430,00013258,130
0011084937,00013258,111
0011192179,00013258,23
0011333636,00013258,169
0011763259,00013258,55
0011775021,00013258,189
0011900023,00013258,96
0011992168,00013258,116
0012060399,00013258,111
0012536385,00013258,185
0012695505,00013258,192
0012930349,00013258,76
0013051218,00013258,93
0013116624,00013258,91
0013159519,00013258,61
0013264650,00013258,182
0013589987,00013258,29
0013657389,00013258,22
0013843662,00013258,144
0013942351,00013258,17
0013947282,00013258,7
0013970105,00013258,169
0013975562,00013258,3
0014056999,00013258,26
0014367334,00013258,171
0014427346,00013258,153
0014484283,00013258,184
0014505269,00013258,114
0014537689,00013258,104
0014744901,00013258,184
0014814284,00013258,76
0014854307,00013258,79
0014938170,00013258,91
0014943984,00013258,80
0015200444,00013258,86
0015250164,00013258,178
0015295292,00013258,8
0015394434,00013258,179
0015430161,00013258,114
0015559489,00013258,15
0015711401,00013258,12
0015741360,00013258,179
0015906001,00013258,177
0015933305,00013258,11
0016073088,00013258,196
0016089971,00013258,7
0016179605,00013258,161
0016369737,00013258,184
0016459491,00013258,165
0016492643,00013258,6
0016497097,00013258,167
0016584535,00013258,165
0016648657,00013258,12
0016648774,00013258,154
0016677973,00013258,31
0016726830,00013258,104
0016824822,00013258,184
0016836215,00013258,93
0016869762,00013258,37
0016936199,00013258,163
0017069853,00013258,192
0017144710,00013258,11
0017221454,00013258,93
0017347829,00013258,51
0017366627,00013258,90
0017602958,00013258,37
0017743544,00013258,20
0017791557,00013258,136
0018012520,00013258,155
0018083600,00013258,155
0018493181,00013258,8
0018614224,00013258,148
0018634953,00013258,130
0018654714,00013258,113
0018717942,00013258,21
0018822422,00013258,80
0019036311,00013258,162
0019171339,00013258,139
0019239479,00013258,55
0019304711,00013258,38
0019361518,00013258,50
0019368684,00013258,6
0019479351,00013258,171
0019592164,00013258,2
0019633122,00013258,141
0019729470,00013258,132
0019750069,00013258,42
0019878719,00013258,184
0020028750,00013258,74
0020099569,00013258,115
0020209218,00013258,134
0020221456,00013258,183
0020314702,00013258,41
0020621895,00013258,166
0020868301,00013258,8
0021068120,00013258,109
0021135642,00013258,57
0021203203,00013258,16
0021282903,00013258,48
0021344560,00013258,32
0021633757,00013258,9
0021711230,00013258,49
0021779849,00013258,157
0021973581,00013258,194
0022048657,00013258,123
0022135387,00013258,119
0022193057,00013258,126
0022197762,00013258,103
0022415281,00013258,78
0022461805,00013258,137
0022670513,00013258,80
0022705747,00013258,141
0022743885,00013258,101
0022944950,00013258,145
0023176794,00013258,20
0023232733,00013258,50
0023367541,00013258,22
0023370723,00013258,158
0023478709,00013258,186
0023552119,00013258,111
0023718318,00013258,93
0023764444,00013258,140
0024096650,00013258,71
0024155457,00013258,21
0024253623,00013258,67
0024264917,00013258,3
0024266603,00013258,140
0024294856,00013258,160
0024327491,00013258,105
0024336424,00013258,113
0024386240,00013258,107
0024501565,00013258,195
0024620955,00013258,136
0024621862,00013258,25
0024629786,00013258,113
0024837471,00013258,47
0024873412,00013258,168
0024952752,00013258,126
0024962478,00013258,162
0024984526,00013258,67
0025253444,00013258,83
0025346630,00013258,60
0025354048,00013258,180
0025379906,00013258,100
0025419386,00013258,117
0025576894,00013258,76
0025604225,00013258,54
0025619047,00013258,170
0025620156,00013258,6
0025735370,00013258,155
0025838613,00013258,85
0025926201,00013258,98
0026018698,00013258,137
0026197206,00013258,181
0026356551,00013258,31
0026417033,00013258,56
0026629550,00013258,133
0026677158,00013258,22
0026775693,00013258,167
0027158665,00013258,18
0027166648,00013258,129
0027273373,00013258,79
0027459209,00013258,177
0027466039,00013258,14
0027506280,00013258,114
0027590660,00013258,31
0027683636,00013258,2
0027783973,00013258,153
0027851448,00013258,16
0027904328,00013258,73
0027939540,00013258,144
0028093933,00013258,42
0028177132,00013258,42
0028223227,00013258,73
0028256327,00013258,132
0028409217,00013258,113
0028479665,00013258,96
0028784223,00013258,137
0028863379,00013258,193
0028901443,00013258,112
0029280181,00013258,48
0029350946,00013258,35
0029535121,00013258,187
0029571383,00013258,164
0029856933,00013258,184
0029865021,00013258,133
0029894372,00013258,16
0029945570,00013258,25
0030039965,00013258,34
0030138852,00013258,65
0030663589,00013258,148
0031006224,00013258,44
0031054689,00013258,60
0031080062,00013258,134
0031118425,00013258,167
0031204017,00013258,130
0031231326,00013258,60
0031308500,00013258,9
0031322522,00013258,142
0031329490,00013258,114
0031330826,00013258,56
0031376879,00013258,6
0031610401,00013258,149
0031679974,00013258,100
0031772568,00013258,168
0031923946,00013258,12
0031997186,00013258,86
0032000812,00013258,169
0032110528,00013258,167
0032347654,00013258,67
0032432137,00013258,44
0032546661,00013258,198
0032614471,00013258,88
0032908463,00013258,72
0033267024,00013258,60
0033480991,00013258,65
0033690115,00013258,57
0033785304,00013258,19
0033811274,00013258,103
0034001826,00013258,7
0034505294,00013258,69
0034769645,00013258,69
0034886772,00013258,45
0035017510,00013258,42
0035019220,00013258,141
0035340916,00013258,186
0035526972,00013258,130
0035542058,00013258,10
0035597066,00013258,177
0035663377,00013258,7
0036211902,00013258,40
0036250110,00013258,167
0036257054,00013258,124
0036324196,00013258,132
0036439208,00013258,86
0036462024,00013258,178
0036532782,00013258,65
0036624062,00013258,184
0036724452,00013258,195
0036876825,00013258,26
0036961530,00013258,181
0037000524,00013258,182
0037576608,00013258,81
0037584617,00013258,127
0037595490,00013258,143
0037702028,00013258,186
0037764373,00013258,58
0037825841,00013258,25
0037998407,00013258,101
0038017809,00013258,121
0038021396,00013258,50
0038132897,00013258,73
0038340737,00013258,82
0038404257,00013258,3
0038422427,00013258,173
0038445703,00013258,175
0038550907,00013258,150
0038558690,00013258,4
0038829603,00013258,26
0038885701,00013258,187
0038998162,00013258,82
0039005596,00013258,103
0039083078,00013258,71
0039179969,00013258,9
0039325170,00013258,167
0039328272,00013258,118
0039508117,00013258,6
0039683094,00013258,44
0039797980,00013258,70
0039835251,00013258,53
0039969520,00013258,9
0040074450,00013258,43
0040080776,00013258,101
0040326466,00013258,165
0040356745,00013258,103
0040374626,00013258,137
0040425172,00013258,86
0040567338,00013258,190
0040628939,00013258,25
0040718359,00013258,178
0040740744,00013258,20
0040838030,00013258,25
0040866704,00013258,123
0040873777,00013258,185
0040886397,00013258,74
0041001907,00013258,48
0041146408,00013258,49
0041154952,00013258,137
0041333415,00013258,191
0041464216,00013258,3
0041520954,00013258,92
0041522019,00013258,96
0041609409,00013258,139
0041755022,00013258,171
0041786096,00013258,57
0041861620,00013258,77
0041943215,00013258,19
0041957226,00013258,129
0041973591,00013258,157
0042070766,00013258,33
0042125447,00013258,83
0042403276,00013258,53
0042641438,00013258,67
0042770431,00013258,159
0042849672,00013258,89
0042895686,00013258,197
0042922599,00013258,200
0042927777,00013258,11
0042942242,00013258,106
0042948973,00013258,186
0042995275,00013258,86
0043112538,00013258,34
0043201137,00013258,128
0043437718,00013258,5
0043758546,00013258,141
0043771169,00013258,187
0043835978,00013258,63
0043858496,00013258,90
0043866587,00013258,4
0044075152,00013258,133
0044081524,00013258,63
0044138912,00013258,103
0044290434,00013258,174
0044411921,00013258,58
0044662694,00013258,79
0045032562,00013258,105
0045055826,00013258,129
0045404463,00013258,121
0045423191,00013258,55
0045477167,00013258,29
0045613287,00013258,146
0045666597,00013258,23
0045926811,00013258,173
0046019667,00013258,3
0046116021,00013258,139
0046155029,00013258,57
0046232215,00013258,196
0046306844,00013258,21
